연번,사업자명,사업자등록번호,업종명(대분류),소재지
1850,농업회사법인담채원,3168112531,제조업,충청남도 태안군 태안읍 선비길 200-16 (태안읍)
1851,엔티코리아,6138154825,제조업,경남 산청군 금서면 친환경로 2461 B L
1852,좋은환경,6068628377,도매 및 소매업,경상남도 양산시  소노길 70 (산막동)
1853,나우,5088135453,도매 및 소매업,경북 안동시 경북대로 585 (송현동) (주)나우
1854,성주컴텍,1068680913,제조업,"서울특별시 구로구  부광로 88 (항동, 구로에스케이브이원센터) 에이동 310호"
1855,메이커스테크놀로지,1198682955,제조업,서울특별시 금천구 가산디지털1로 30 11층 1108호 (에이스하이엔드타워10차)
1856,대림환경,1298676222,"수도, 하수 및 폐기물 처리, 원료 재생업",경기 성남시 중원구 마지로 53-1 (하대원동)
1857,나눔과돌봄사회서비스지원센터,5068183833,"협회 및 단체, 수리 및 기타 개인 서비스업",경북 포항시 북구 장량로31번길 55 (장성동) 3층
1858,휴먼리소스유한회사,4108670139,정보통신업,광주 서구 시청로56번길 8 (치평동) 701호
1859,세진플러스,2098151560,제조업,"서울 성북구 화랑로19길 68 4,5층 (상월곡동)"
1860,장남,3078125124,"사업시설 관리, 사업 지원 및 임대 서비스업",세종특별자치시 문암신촌길 33-15 
1861,천사,2278116902,보건업 및 사회복지 서비스업,강원 속초시 중앙로 25 (교동)
1862,백양티앤에스,1358171213,"사업시설 관리, 사업 지원 및 임대 서비스업",경기도 수원시 권선구  온정로 18 (오목천동)
1863,두림환경,1298114779,"수도, 하수 및 폐기물 처리, 원료 재생업","경기 성남시 중원구 여수울로15번길 8-14 1층, 지층일부 (여수동)"
1864,유진기업,1298107230,"수도, 하수 및 폐기물 처리, 원료 재생업",경기도 성남시 수정구 산성대로 95 8층 (써미트빌딩)
1865,한진종합용역,1298106380,"사업시설 관리, 사업 지원 및 임대 서비스업",경기 성남시 중원구 시민로5번길 18 (하대원동)
1866,드림돌봄센터,5078111894,보건업 및 사회복지 서비스업,경상북도 울진군 기성면 망양로 73 (기성면)
1867,실버케어협동조합,4088604029,도매 및 소매업,광주광역시 남구  독립로 89 (월산동)
1868,주양제이앤와이,2068620141,제조업,경기 고양시 덕양구 충장로 7 6층 606호 (행신동)
1869,행복더하기,1418130406,보건업 및 사회복지 서비스업,경기도 파주시 금물다리길 271 3층
1870,금성환경,1298670233,"수도, 하수 및 폐기물 처리, 원료 재생업",경기도 성남시 수정구 단대동(단대동) 163번지 4호 2층
1871,에스알피,1348672567,"사업시설 관리, 사업 지원 및 임대 서비스업",경기도 안산시 단원구 광덕서로 68 (삼영빌딩 B101호)
1872,환경개발,1298104475,"수도, 하수 및 폐기물 처리, 원료 재생업",경기 성남시 중원구 둔촌대로 388 크란츠테크노 913호 (상대원동)
1873,삼성조경,5058144083,제조업,경북 영천시 화남면 한천길 131-66 
1874,미성씨앤씨,3058166037,"사업시설 관리, 사업 지원 및 임대 서비스업",대전광역시 중구 선화로82번길 43 
1875,네오누리콤,1108177391,도매 및 소매업,"서울특별시 금천구 가산디지털1로 119 3층 303,304호 (가산동, SK트윈테크타워 A동)"
1876,오피스배재,1058761619,도매 및 소매업,"서울특별시 금천구  가산디지털1로 19 (가산동, 대륭테크노타운18차 지1층 비 114호)"
1877,처가식품,1288156801,제조업,경기 고양시 일산동구 공릉천로175번길 157 (사리현동)
1878,우연시스템,4088192886,도매 및 소매업,광주광역시 서구  유덕로142번길 22-44 (덕흥동)
1879,울산솔루션협동조합,6108619843,"사업시설 관리, 사업 지원 및 임대 서비스업",울산광역시 남구 신화로 100 ((야음동))
1880,공공디자인이즘,3018624821,"전문, 과학 및 기술 서비스업",충북 청주시 청원구 안덕벌로39번길 60 (내덕동)
1881,늘빛,1278626411,제조업,경기도 양주시 광적면 부흥로231번길127 
1882,사회적기업청보농업회사법인,1268623110,"농업, 임업 및 어업",경기 광주시 초월읍 지월로 32-82 
1883,마인드디자인,1148704403,"사업시설 관리, 사업 지원 및 임대 서비스업",서울특별시 종로구  사직로12길 25-3 (내자동) 가동 3층
1884,농업회사법인나물사랑,4128145081,도매 및 소매업,전남 나주시 노안면 노안로 338 
1885,위니온,3178126829,제조업,충북 청주시 서원구 남이면 저산척북로 648 
1886,사회적협동조합드림위드앙상블,6538200061,교육 서비스업,"경기도 성남시 수정구 위례순환로 17 1층 105호 (창곡동, 위례31단지 사회적기업동)"
1887,세움,1278633697,"사업시설 관리, 사업 지원 및 임대 서비스업",경기 양주시 평화로 1768 2층 (회정동)
1888,비알인포텍,1228643768,제조업,"인천 연수구 송도과학로 32 20층 M2001호 (송도동, 송도테크노파크IT센터)"
1889,레드리본사회적협동조합,5028625739,숙박 및 음식점업,대구광역시 동구  동호로9길 65 (신서동)
1890,가온아이피엠,5968600034,"사업시설 관리, 사업 지원 및 임대 서비스업",서울 송파구 동남로23길 51 3층 (오금동)
1891,코리아에코21,3128648954,"사업시설 관리, 사업 지원 및 임대 서비스업",충남 아산시 번영로224번길 53 1층 (모종동)
1892,비티메디,1288675424,"사업시설 관리, 사업 지원 및 임대 서비스업","경기도 고양시 일산동구  고봉로 32-19 (장항동, 남정씨티프라자7차) 605호"
1893,희망크린협동조합,1448117080,"수도, 하수 및 폐기물 처리, 원료 재생업","경기 성남시 분당구 이매로 49 (이매동, 주영빌딩, 203)"
1894,사단법인한국장애인상생복지회,6828200040,정보통신업,"서울 금천구 가산디지털1로 24 제 지1층 비102-103호 (가산동, 대륭테크노타운13차)"
1895,보듬,3018626265,보건업 및 사회복지 서비스업,충북 청주시 흥덕구 대신로10번길 5-1 202호 (복대동)
1896,홍천한우사랑말유통영농조합법인,2238116007,제조업,강원 홍천군 북방면 상화계4길71-8 
1897,통일안전기획,1178146244,제조업,경기도 파주시 파주읍 광탄천로 23 (파주읍)
1898,공정한기업,6028161461,"사업시설 관리, 사업 지원 및 임대 서비스업","부산광역시 중구  충장대로9번길 22 (중앙동4가, 신도빌딩) 806호"
1899,하트웰,2178139228,도매 및 소매업,서울특별시 도봉구 노해로65길 7-12 503호
1900,토리식품,5118118862,제조업,경북 상주시 공검면 비재로 1095 
1901,멘퍼스,7238100096,제조업,광주 광산구 평동산단로 239-10 (옥동)
1902,경주제과,5058181472,제조업,경상북도 경주시  충효녹지길 138-3 (충효동)
1903,더사랑,2178137308,도매 및 소매업,"서울 중랑구 신내역로3길 40-36 B동 지하1층 OB103호 (신내동, 신내데시앙플렉스지식산업센터)"
1904,앨리스,4168600136,"전문, 과학 및 기술 서비스업",전라남도 순천시  장천2길 30-32 (장천동)
1905,우리성원,1058782837,제조업,서울특별시 마포구 마포대로11다길11 (염리동)
1906,청수산업,4018126255,"사업시설 관리, 사업 지원 및 임대 서비스업",전북 군산시 미성로 503 (미룡동)
1907,정성기업,6168626696,"협회 및 단체, 수리 및 기타 개인 서비스업",제주 제주시 애월읍 답동3길 20 
1908,목화송이협동조합,2108168964,제조업,"서울특별시 도봉구  해등로26길 20-1 (쌍문동, 교육연구 및 복지시설호) 13동 2,3층"
1909,테스트웍스,5178800087,정보통신업,서울특별시 송파구 송파1동(송파동) 29번지 부영빌딩 4층 1호
1910,사단법인화순나눔세상,4088220531,보건업 및 사회복지 서비스업,전라남도 화순군 화순읍 중앙로 20-1 (화순읍) 2층
1911,두리씨엔에스,5058119944,제조업,경북 경주시 천북면 서평길 27-24 (두리제관㈜)
1912,오렌지디자인,2408600150,도매 및 소매업,울산 남구 도산로119번길 22-23 (달동)
1913,유한회사엘리트푸드,4038180478,제조업,전라북도 김제시 금구면 금백로2-6 
1914,사단법인한마음장애인복지회,3128217263,제조업,충남 천안시 동남구 수신면 백자3길 96 
1915,에이스엘이디,1438116962,제조업,경기도 용인시 처인구 남사면 처인성로 928 
1916,안산시민햇빛발전협동조합,1348210637,"전기, 가스, 증기 및 공기조절 공급업","경기 안산시 상록구 광덕산안길 20 3층 304-1호 (월피동, 광덕종합시장)"
1917,에이치케이시스템,1328614542,도매 및 소매업,경기도 남양주시 오남읍 진건오남로555번길 17-6 
1918,금하테크,3668600296,제조업,전라남도 나주시  동수농공단지길 137-9 (동수동)
1919,진안,7348100664,제조업,경북 경주시 천북면 천북산단로1길 74-20 10-69
1920,승진어패럴,4088192514,제조업,"광주 남구 회재로1218번길 17 (주월동,의류상설매장)"
1921,우광테크,1318145542,제조업,"인천 남동구 호구포로14번길 115 남동공단 167블럭 1롯트 (고잔동, (주)우광테크)"
1922,사단법인나너우리,4028225218,제조업,"경기 의왕시 이미로 40 A동 213호 (포일동, 인덕원IT밸리)"
1923,덕성장애인생활자립협회,4258200127,"전문, 과학 및 기술 서비스업",경상남도 양산시  양주1길 22-1 (중부동)
1924,대양씨앤지,1058710594,"사업시설 관리, 사업 지원 및 임대 서비스업",서울특별시 은평구  갈현로 93 (역촌동) 3층
1925,더블루피엠씨,2068694963,도매 및 소매업,서울특별시 광진구 아차산로 345 2층 214호 (래미안프리미어팰리스)
1926,바탕색이엔지,1058799963,건설업,"서울특별시 강서구 금낭화로 60-3 (3동 501,601호(방화동,수진타워))"
1927,케이두레,1078837994,"사업시설 관리, 사업 지원 및 임대 서비스업","서울특별시 강서구  강서로 468 (등촌동, 테크노타워) 7층 701호"
1928,해피크린,1218622886,"사업시설 관리, 사업 지원 및 임대 서비스업",인천광역시 중구  개항로53번길 13-0 (내동) 2층
1929,아로마빌커피,1228168406,제조업,경기 화성시 팔탄면 서해로987번길 23 
1930,한우리건강의료기,3718700015,제조업,"대구광역시 북구 학정로 534 (1층, 4층 (학정동, 태성빌딩))"
1931,센시,4598800291,제조업,대전광역시 중구  테미로44번안길 33 (대흥동)
1932,효성기업,6178195774,"협회 및 단체, 수리 및 기타 개인 서비스업","부산광역시 동래구  명장로20번길 90 (명장동, 삼성타운) 2층 상가3호"
1933,시큐리티존,7508100308,제조업,경기 고양시 일산동구 장항로 203-22 가동 2층 (장항동)
1934,자연애나누미,6788100137,제조업,전남 순천시 별량면 온수길 65 
1935,효성앤플러스,8048600575,제조업,경기도 김포시 양촌읍 황금3로 75 (양촌읍)
1936,사회적협동조합창원도우누리,8588200157,보건업 및 사회복지 서비스업,"경상남도 창원시 의창구  대봉로26번길 4-5 (봉림동, 와이지빌딩)  3층"
1937,사회적협동조합가가호호돌봄센터,1088210787,보건업 및 사회복지 서비스업,서울특별시 영등포구 영등포로64길 31 1층
1938,영진이노텍,8728800500,제조업,충청북도 충주시  봉계1길 4 (봉방동)
1939,부경크린,6438800523,"수도, 하수 및 폐기물 처리, 원료 재생업",경기 화성시 향남읍 푸른들판로 343 
1940,크린씨티화성,1718100581,"수도, 하수 및 폐기물 처리, 원료 재생업",경기 화성시 봉담읍 낭내기길 55-24 
1941,에프엔제이,8568600426,정보통신업,"경기 시흥시 은계중앙로306번길 55 407호 (대야동, 리더스스마트허브)"
1942,유한회사애니체,4108668763,제조업,광주 광산구 소촌로 25-12 (소촌동)
1943,사회적협동조합도원참사랑나눔,6058215022,도매 및 소매업,"대전광역시 대덕구  대전로1020번길 23 (오정동, 도원빌딩)"
1944,동구밭,1148723152,제조업,"경기도 하남시  미사강변서로 25 (풍산동, 미사 테스타타워 지식산업센터) 지하3층 FB329-332호"
1945,맘이랜서,1428163569,정보통신업,"서울특별시 송파구  백제고분로 395 (송파동, 상주황씨대종회빌딩) 2층"
1946,나우종합관리,7548800478,부동산업,"인천광역시 연수구  원인재로 216 (연수동, 연수1차시영상가 401동 208,210호)"
1947,경동홀딩스,4088184412,제조업,전남 화순군 동면 동농공길 78 주)케이디
1948,마을제작소엔건축사사무소,3178138363,"전문, 과학 및 기술 서비스업",충북 청주시 상당구 대성로180번길 103 (수동)
1949,피닉스,1378128430,제조업,충북 진천군 이월면 밤디길 100 (세진전기)
1950,나눔환경,3178106857,"수도, 하수 및 폐기물 처리, 원료 재생업",충북 청주시 서원구 가장로353번길 161 (장암동)
1951,나눔과돌봄사회적협동조합,6218214030,"협회 및 단체, 수리 및 기타 개인 서비스업",경상남도 양산시  중앙로 36 (다방동) 1동 2층 201호
1952,한일기업합자회사,6158101305,제조업,경남 밀양시 상남면 상남로 1095 
1953,마띠아,3158800666,제조업,인천광역시 남동구  함박뫼로347번길 53 (남촌동) 2층
1954,토요,6048139209,"사업시설 관리, 사업 지원 및 임대 서비스업",부산광역시 연제구 쌍미천로135번길 22 (2층)
1955,세상에없는세상,2668800291,"사업시설 관리, 사업 지원 및 임대 서비스업","서울특별시 영등포구  선유로 130 (양평동3가, 에이스 하이테크시티3) 1105호"
